Lawrence.Deacon,0.875,105.0,476901.07619,0.571428571429,7.0,431311.428571,0.428571428571,
CPC3417,1.0,1.0,26733.0,0.0,0.0,0.0,0.0,
DML0822,0.959595959596,97.0,628328.587629,0.628865979381,2.0,1547387.0,1.0,
DTB0722,1.0,1.0,25299.0,0.0,0.0,0.0,0.0,
IJM0603,0.877192982456,107.0,651167.766355,0.682242990654,7.0,31775.8571429,0.0,
BDR0223,0.505747126437,131.0,564330.40458,0.603053435115,43.0,629480.162791,0.651162790698,
MOD1927,1.0,1.0,1464407.0,1.0,0.0,0.0,0.0,
JJS0013,-0.432343234323,86.0,452708.883721,0.523255813953,217.0,396036.0,0.400921658986,
SAA0374,0.945355191257,178.0,737346.685393,0.752808988764,5.0,867406.0,0.6,
Sarah_A_Arnold,0.888888888889,221.0,604580.171946,0.628959276018,13.0,315494.769231,0.230769230769,
Frank-Brennan,-0.610921501706,57.0,771113.596491,0.859649122807,236.0,425968.995763,0.470338983051,
Jena.D.Schroeder,1.0,22.0,504127.181818,0.590909090909,0.0,0.0,0.0,
Vivian.N.Gross,1.0,53.0,881340.773585,0.830188679245,0.0,0.0,0.0,
IEH0412,0.430107526882,133.0,684952.082707,0.721804511278,53.0,666686.339623,0.811320754717,
PLM1716,1.0,1.0,53218.0,0.0,0.0,0.0,0.0,
HSG1585,1.0,1.0,1477198.0,2.0,0.0,0.0,0.0,
Eve.C.Kennedy,1.0,41.0,606872.146341,0.634146341463,0.0,0.0,0.0,
KMM0014,-0.40350877193,68.0,516272.691176,0.558823529412,160.0,294608.44375,0.31875,
JKM1790,1.0,1.0,39325.0,0.0,0.0,0.0,0.0,
DEM0018,-0.28,90.0,454392.411111,0.522222222222,160.0,701721.24375,0.80625,
BDF0015,-0.414925373134,98.0,454286.836735,0.571428571429,237.0,500816.021097,0.489451476793,
Deirdre_J_Bean,1.0,42.0,472482.595238,0.547619047619,0.0,0.0,0.0,
Iliana_J_Mclaughlin,0.925925925926,104.0,563637.038462,0.625,4.0,24803.75,0.0,
PTH0005,-0.487889273356,74.0,672570.108108,0.635135135135,215.0,345039.004651,0.339534883721,
NJC0003,-0.698245614035,86.0,393413.790698,0.476744186047,484.0,622963.865702,0.652892561983,
JCC0016,-0.333333333333,96.0,671773.6875,0.697916666667,192.0,511089.458333,0.53125,
Bert_Rios,0.185185185185,112.0,720814.410714,0.8125,77.0,572964.506494,0.636363636364,
ABL58,1.0,1.0,1854946.0,1.0,0.0,0.0,0.0,
Jena_D_Schroeder,1.0,27.0,773586.481481,0.814814814815,0.0,0.0,0.0,
Isabella_E_Houston,0.171428571429,82.0,690304.52439,0.69512195122,58.0,825198.965517,0.896551724138,
Bailey-Omar,-0.365853658537,65.0,708087.892308,0.738461538462,140.0,30573.9428571,0.0,
SLL0193,1.0,1.0,374781.0,1.0,0.0,0.0,0.0,
RSM4792,1.0,1.0,923622.0,2.0,0.0,0.0,0.0,
Julie.M.Wright,0.0,1.0,885519.0,1.0,1.0,43987.0,0.0,
HDM12,-0.466666666667,64.0,706662.15625,0.65625,176.0,29791.7784091,0.0,
VBK0007,-0.45896656535,89.0,760544.865169,0.775280898876,240.0,290213.491667,0.2875,
OCD1985,1.0,2.0,25986.0,0.0,0.0,0.0,0.0,
BLK0698,1.0,3.0,23209.0,0.0,0.0,0.0,0.0,
NJB0011,-0.661691542289,68.0,483486.441176,0.558823529412,334.0,559884.191617,0.61377245509,
CIW1591,1.0,1.0,3200048.0,5.0,0.0,0.0,0.0,
SMK1323,1.0,1.0,1540550.0,1.0,0.0,0.0,0.0,
JJC0259,1.0,2.0,1189887.0,1.0,0.0,0.0,0.0,
Kaseem-Marks,1.0,2.0,1109506.5,0.5,0.0,0.0,0.0,
Carlos.K.James,1.0,21.0,1102020.80952,1.28571428571,0.0,0.0,0.0,
BZF0651,1.0,1.0,456611.0,1.0,0.0,0.0,0.0,
RAR4462,1.0,1.0,20635.0,0.0,0.0,0.0,0.0,
SKB1962,1.0,2.0,29608.5,0.0,0.0,0.0,0.0,
CDL0189,1.0,2.0,616093.0,1.0,0.0,0.0,0.0,
DBH7,1.0,1.0,29081.0,0.0,0.0,0.0,0.0,
Spears-Lyle,1.0,1.0,36478.0,0.0,0.0,0.0,0.0,
KJA0347,1.0,1.0,41077.0,0.0,0.0,0.0,0.0,
HDM0017,-0.459459459459,90.0,692686.611111,0.722222222222,243.0,30598.1399177,0.0,
RAS0197,1.0,1.0,997865.0,1.0,0.0,0.0,0.0,
NNO0832,1.0,1.0,13644.0,0.0,0.0,0.0,0.0,
WLH7557,1.0,1.0,21961.0,0.0,0.0,0.0,0.0,
HWS1772,1.0,1.0,41200.0,0.0,0.0,0.0,0.0,
Collins-Prescott,1.0,1.0,17454.0,0.0,0.0,0.0,0.0,
Heath-Beau,1.0,1.0,40100.0,0.0,0.0,0.0,0.0,
Bell_A_Haley,1.0,42.0,946683.666667,0.880952380952,0.0,0.0,0.0,
Samuel.K.Hodges,1.0,1.0,28447.0,0.0,0.0,0.0,0.0,
HBP9842,-0.671428571429,46.0,634004.565217,0.739130434783,234.0,468338.799145,0.521367521368,
SDH1854,1.0,1.0,29211.0,0.0,0.0,0.0,0.0,
SMK3631,1.0,1.0,36159.0,0.0,0.0,0.0,0.0,
GCD0863,1.0,1.0,17456.0,0.0,0.0,0.0,0.0,
WSE1363,1.0,1.0,6556339.0,9.0,0.0,0.0,0.0,
KSC1255,1.0,1.0,41912.0,0.0,0.0,0.0,0.0,
OTB0008,-0.325925925926,91.0,716912.054945,0.879120879121,179.0,28208.0837989,0.0,
Carlos-K-James,1.0,20.0,509073.85,0.5,0.0,0.0,0.0,
Vega-Gray,1.0,1.0,377707.0,1.0,0.0,0.0,0.0,
Olson-Gregory,1.0,1.0,1235679.0,1.0,0.0,0.0,0.0,
Nichole_Conner,-0.664160401003,67.0,742886.492537,0.791044776119,332.0,486164.918675,0.512048192771,
Erica_Tran,1.0,1.0,14688.0,0.0,0.0,0.0,0.0,
Aileen_Franklin,1.0,1.0,1201965.0,2.0,0.0,0.0,0.0,
KVV6,1.0,1.0,28108.0,0.0,0.0,0.0,0.0,
Sylvia_Mcgowan,1.0,1.0,16679.0,0.0,0.0,0.0,0.0,
HRC0776,1.0,1.0,2035404.0,2.0,0.0,0.0,0.0,
AJH0724,1.0,1.0,3188872.0,4.0,0.0,0.0,0.0,
FRM0010,-0.272727272727,80.0,474152.7875,0.55,140.0,29739.2642857,0.0,
BTD0296,1.0,1.0,31541.0,0.0,0.0,0.0,0.0,
CAD187,1.0,1.0,2180342.0,4.0,0.0,0.0,0.0,
MAM0045,1.0,1.0,18400.0,0.0,0.0,0.0,0.0,
Karyn_M_Mooney,-0.467680608365,70.0,505849.828571,0.628571428571,193.0,546292.316062,0.60103626943,
JJS3662,-0.515527950311,39.0,966320.230769,1.07692307692,122.0,269917.52459,0.327868852459,
BUH5,1.0,1.0,19430.0,0.0,0.0,0.0,0.0,
Nayda_R_Oneil,1.0,2.0,197819.5,0.5,0.0,0.0,0.0,
Blythe_B_Bowen,-0.38202247191,55.0,777634.490909,0.890909090909,123.0,646341.878049,0.747967479675,
Neve_Burton,-0.44398340249,67.0,526212.61194,0.65671641791,174.0,479709.316092,0.511494252874,
GBM0346,1.0,1.0,1403630.0,1.0,0.0,0.0,0.0,
KAG0547,1.0,1.0,49487.0,0.0,0.0,0.0,0.0,
KES1207,1.0,1.0,31362.0,0.0,0.0,0.0,0.0,
Venus_Massey,1.0,2.0,1524434.0,1.5,0.0,0.0,0.0,
WMS0486,1.0,1.0,68665.0,0.0,0.0,0.0,0.0,
Burns-Uriel,1.0,1.0,39044.0,0.0,0.0,0.0,0.0,
Ignacia.A.Clark,0.933884297521,117.0,710712.769231,0.726495726496,4.0,22330.5,0.0,
Liberty.Fuentes,1.0,1.0,3723369.0,4.0,0.0,0.0,0.0,
ABB0019,1.0,1.0,4793225.0,5.0,0.0,0.0,0.0,
Jaquelyn-Leach,1.0,1.0,1606986.0,1.0,0.0,0.0,0.0,
Mari_Bender,1.0,1.0,1881489.0,1.0,0.0,0.0,0.0,
BBB0012,-0.425454545455,79.0,659772.772152,0.683544303797,196.0,705063.397959,0.709183673469,
HBP0009,-0.615384615385,75.0,444201.933333,0.533333333333,315.0,467658.663492,0.48253968254,
AFL1759,1.0,1.0,24282.0,0.0,0.0,0.0,0.0,
Brenda_P_Allison,1.0,1.0,9948966.0,9.0,0.0,0.0,0.0,
AME1364,1.0,1.0,48245.0,0.0,0.0,0.0,0.0,
CDD1124,1.0,1.0,43476.0,0.0,0.0,0.0,0.0,
Jayme_C_Cohen,-0.49815498155,68.0,533841.279412,0.514705882353,203.0,463599.231527,0.467980295567,
EPG1196,1.0,1.0,25892.0,0.0,0.0,0.0,0.0,
RSW95,1.0,1.0,957116.0,1.0,0.0,0.0,0.0,
NJD1644,1.0,1.0,25932.0,0.0,0.0,0.0,0.0,
KAW0642,1.0,1.0,511970.0,1.0,0.0,0.0,0.0,
GFM1815,1.0,1.0,2055846.0,2.0,0.0,0.0,0.0,
