Justine.P.Mccullough,0.333333333333,4.0,32418.0,0.0,2.0,876243.5,1.0,
SKV96,-0.666666666667,3.0,22145.3333333,0.0,15.0,1049736.73333,1.46666666667,
CKP0213,-0.14465408805,68.0,32903.3382353,0.0,91.0,654626.527473,0.681318681319,
Bruce.G.Kelley,1.0,2.0,24219.0,0.0,0.0,0.0,0.0,
Pacheco-Dexter,0.233333333333,37.0,30383.4324324,0.0,23.0,30019.7391304,0.0,
CKP456,0.145631067961,59.0,30805.1355932,0.0,44.0,919394.318182,0.840909090909,
Keelie.Beck,-0.0232558139535,42.0,28719.1190476,0.0,44.0,454883.977273,0.5,
LTH565,0.382978723404,65.0,31200.9538462,0.0,29.0,1426961.75862,1.55172413793,
GCD0863,-0.114093959732,66.0,30377.2121212,0.0,83.0,151084.795181,0.192771084337,
DHP0732,0.0144927536232,70.0,30517.3,0.0,68.0,28971.6764706,0.0,
UTM0493,0.0847457627119,64.0,29386.71875,0.0,54.0,336926.592593,0.444444444444,
SFJ0856,1.0,2.0,27180.0,0.0,0.0,0.0,0.0,
MAE0515,-0.0952380952381,57.0,29949.3684211,0.0,69.0,1041178.4058,1.04347826087,
Petty-Ivan,0.0454545454545,46.0,32083.1956522,0.0,42.0,599506.666667,0.571428571429,
HAB1894,1.0,2.0,30485.0,0.0,0.0,0.0,0.0,
Hilda_Moran,-0.0534351145038,62.0,30757.8064516,0.0,69.0,273208.971014,0.260869565217,
Madison.A.Erickson,0.5,54.0,32045.0925926,0.0,18.0,240944.0,0.333333333333,
BGR0917,-0.189873417722,64.0,29593.25,0.0,94.0,233681.957447,0.212765957447,
Unity_Mullen,0.290322580645,40.0,29837.2,0.0,22.0,192593.681818,0.136363636364,
Georgia.Dean,-0.277777777778,39.0,31370.6923077,0.0,69.0,151470.434783,0.144927536232,
IEP0746,0.0175438596491,58.0,28110.5689655,0.0,56.0,407185.25,0.339285714286,
GCH0470,-0.787234042553,5.0,23517.0,0.0,42.0,307683.809524,0.5,
KBB1294,-0.289156626506,59.0,31278.8135593,0.0,107.0,582535.803738,0.663551401869,
Aileen_R_Munoz,1.0,10.0,30285.6,0.0,0.0,0.0,0.0,
HVM1288,-0.0884353741497,67.0,30281.7910448,0.0,80.0,208432.8125,0.2375,
DBS0048,-0.142857142857,3.0,28469.0,0.0,4.0,33424.75,0.0,
Juliet_S_Aguilar,-0.111111111111,4.0,29797.5,0.0,5.0,521007.0,0.6,
JWS65,1.0,3.0,28335.6666667,0.0,0.0,0.0,0.0,
Grimes-Kendall,1.0,1.0,34898.0,0.0,0.0,0.0,0.0,
JSA0468,0.25,10.0,33560.3,0.0,6.0,498438.0,0.666666666667,
Brennan-P-Knox,1.0,1.0,25601.0,0.0,0.0,0.0,0.0,
QKB0562,1.0,2.0,26377.0,0.0,0.0,0.0,0.0,
LTH0528,-0.252525252525,37.0,30053.9459459,0.0,62.0,568807.790323,0.629032258065,
JWS0047,-0.25,3.0,28514.3333333,0.0,5.0,201393.2,0.2,
LAH0463,-0.485714285714,9.0,27250.3333333,0.0,26.0,30663.7307692,0.0,
Kimberley_Molina,-0.5,2.0,33602.0,0.0,6.0,28577.0,0.0,
Patrick-Ashley,1.0,1.0,14132.0,0.0,0.0,0.0,0.0,
Carissa.Parsons,1.0,1.0,17780.0,0.0,0.0,0.0,0.0,
ABC1881,1.0,2.0,25741.0,0.0,0.0,0.0,0.0,
RBH0661,1.0,1.0,35048.0,0.0,0.0,0.0,0.0,
JPM0035,-0.25,6.0,27885.1666667,0.0,10.0,1006950.8,1.2,
Jemima.I.Lindsey,1.0,1.0,19647.0,0.0,0.0,0.0,0.0,
MOD1927,1.0,1.0,17935.0,0.0,0.0,0.0,0.0,
RVJ0046,-0.777777777778,5.0,27842.0,0.0,40.0,243307.625,0.225,
QRF0039,1.0,1.0,29222.0,0.0,0.0,0.0,0.0,
Stewart.Kennan,1.0,1.0,27329.0,0.0,0.0,0.0,0.0,
Fernandez-Kirsten,1.0,36.0,29102.3333333,0.0,0.0,0.0,0.0,
Craig-Aladdin,1.0,1.0,41012.0,0.0,0.0,0.0,0.0,
PAP72,1.0,1.0,27707.0,0.0,0.0,0.0,0.0,
Rodriguez-Baker,0.0,46.0,29118.9565217,0.0,46.0,292242.586957,0.260869565217,
QJS1362,1.0,2.0,63607.0,0.0,0.0,0.0,0.0,
SKV0041,-0.826086956522,4.0,44179.0,0.0,42.0,834678.285714,0.904761904762,
OTE239,1.0,1.0,22008.0,0.0,0.0,0.0,0.0,
DLW1705,1.0,1.0,18669.0,0.0,0.0,0.0,0.0,
AHH0085,1.0,1.0,42073.0,0.0,0.0,0.0,0.0,
Peterson-Hilel,1.0,1.0,31655.0,0.0,0.0,0.0,0.0,
HFM0465,-0.684210526316,6.0,26888.8333333,0.0,32.0,175636.84375,0.15625,
SRC1468,0.333333333333,2.0,35908.0,0.0,1.0,37895.0,0.0,
Tashya_Craft,1.0,2.0,22711.0,0.0,0.0,0.0,0.0,
Xerxes.F.King,0.0,3.0,31443.3333333,0.0,3.0,2478681.66667,3.33333333333,
GKW0043,-0.2,4.0,24062.25,0.0,6.0,35350.0,0.0,
RLF0472,-0.771428571429,4.0,33518.5,0.0,31.0,926797.290323,0.967741935484,
GCD0194,1.0,1.0,36942.0,0.0,0.0,0.0,0.0,
